filename,colour_1,weight_1,colour_2,weight_2,colour_3,weight_3,colour_4,weight_4,colour_5,weight_5
IMG_20210805_213127.png,"[116.66290226713288, 80.84420326213765, 30.89958084709209]",0.18575211773027622,"[172.1343184295076, 143.06134912883746, 116.39631013544756]",0.203182777518992,"[64.12346553037985, 39.52700265818601, 13.975996152962708]",0.10711718395068118,"[194.80916147026903, 175.81079274869205, 165.07822769487893]",0.2738844895306776,"[159.0046869622352, 114.25905322111352, 54.024661305958055]",0.23006343126937298
IMG_20210806_183214.png,"[224.07603178106396, 208.4897058359885, 180.746090424689]",0.18261362133314932,"[217.5189939376997, 188.03800058462366, 132.75261492317162]",0.11305200443961377,"[211.35021812220737, 139.4892050348523, 26.347365398748337]",0.15617434110265743,"[231.04509781374222, 224.41574794096485, 212.07650098464268]",0.3995681152919391,"[210.9435202498202, 164.86185592844657, 74.93620486921643]",0.14859191783264036
IMG_20210806_184822.png,"[96.44685372194729, 53.738592539246426, 39.802243437487945]",0.2783618153400602,"[138.24665351268214, 105.17850388479869, 90.95169596292783]",0.17579355046314385,"[52.09512784043506, 28.033341051177388, 19.19144643270861]",0.1294059001999678,"[161.52623379113206, 140.41924929892858, 130.08602382494695]",0.11998069276208426,"[118.8263622419201, 74.89298578338246, 59.11943721607113]",0.29645804123474384
IMG_20210806_194648.png,"[156.12512299760465, 145.77153933956492, 136.8775534301527]",0.07290924448939251,"[96.97985189438297, 63.775065149427256, 49.87177336521043]",0.31920294435378216,"[26.10065008220503, 16.409585165778935, 8.560447630415048]",0.17272795182384443,"[122.32095165981983, 102.27588085854588, 92.56460572778613]",0.20290987657158618,"[68.72517322449261, 39.093749030746494, 25.764166568452946]",0.23224998276139472
IMG_20210807_200706.png,"[65.8417630169857, 35.3125009699784, 27.966539923962756]",0.09279482888509337,"[213.97861973572935, 208.0005421523528, 193.53893418410635]",0.20641328663687755,"[195.69351907558848, 144.9570109224878, 59.85782778319732]",0.23231630522919794,"[192.15978321718768, 166.72948960484382, 131.55718780766458]",0.29717377177394777,"[140.52367205056515, 93.02007389887841, 55.96558399475659]",0.1713018074748834
IMG_20210807_214810.png,"[227.4221399311924, 107.48322464360501, 106.37296411598864]",0.21860706323120419,"[157.79550338629733, 46.11095011721794, 37.56223137535926]",0.1753396005240536,"[213.41850956746168, 80.37279585157378, 63.16918709011205]",0.24507837819201508,"[52.733503413964655, 12.992494269032399, 7.7506716951445185]",0.11669099225412002,"[119.0263371126996, 29.160619126201176, 21.16879883130546]",0.24428396579860712
IMG_20210808_172900.png,"[39.7006998536756, 34.15138191449945, 13.85889842239665]",0.181878957265842,"[179.51213186127276, 154.3918553555532, 112.29650836290747]",0.2472942509301911,"[153.16893532648757, 121.64072003029932, 66.96092409829083]",0.19458390122434427,"[198.94840964516465, 190.36306255785576, 175.78152997486234]",0.2200556101881085,"[158.9796587018155, 58.215004937645546, 27.874685051367855]",0.15618728039151414
IMG_20210808_182921.png,"[141.07560616483755, 25.84960836139403, 18.52941815416807]",0.23935815376475797,"[184.52547421952576, 40.64117543338512, 25.847521251717623]",0.3107283957007056,"[93.06015649207153, 15.567661527739144, 11.426847691352013]",0.14846683804035907,"[214.70902527073025, 65.73104129062101, 37.61721570396831]",0.25287252212618394,"[25.159563132642575, 7.131859350031533, 2.124193452907722]",0.04857409036799337
IMG_20210809_193119.png,"[192.1573523759635, 163.34949617605722, 114.93751914753713]",0.25832140043360996,"[130.67245990533297, 63.78262947474447, 25.04096319102215]",0.1563468649540799,"[206.28346490910167, 194.7361266024468, 176.03414210181182]",0.1987215982609596,"[40.57838230417991, 18.755893079878774, 7.325544310584576]",0.09072454266802385,"[187.2615867493919, 132.14777204992575, 52.89914341380274]",0.29588559368332673
IMG_20210809_215353.png,"[155.44324876286498, 27.045178435834828, 25.923965124496945]",0.10956270954459454,"[224.16537053484652, 105.79865548888017, 93.37714908765074]",0.19984300329520557,"[198.68034929402356, 45.20635575089918, 42.76566183048493]",0.36865759191208186,"[252.75742075486517, 163.78442997752265, 153.98806479113165]",0.03715732450011214,"[209.76311651540976, 71.90897186338769, 64.7566145056493]",0.2847793707480059
IMG_20210810_194643.png,"[175.70883250282537, 161.60825997020007, 137.66254959857287]",0.26309456032296463,"[192.94785753495717, 192.6244373405639, 201.0284542607179]",0.22280880331705857,"[129.1146966721547, 83.20455389840555, 70.45438140226078]",0.054303319933980874,"[162.08745449702755, 136.38433365887983, 104.72297567256207]",0.12999528434806112,"[190.19882544492367, 180.69660519625214, 155.8291932225841]",0.3297980320779348
IMG_20210810_211342.png,"[223.5911075134159, 93.9069949595897, 49.677708809895314]",0.4380121801839104,"[49.07190245653581, 17.343165381625205, 9.60211583288072]",0.04810971366791459,"[241.45377503851824, 136.8354224794886, 100.28342980884835]",0.06870762382899435,"[202.48784848484837, 61.473255411253774, 29.52406926406514]",0.33306879676115225,"[132.89944055228113, 31.53043600995538, 19.012420766284887]",0.1121016855580284
IMG_20210811_185359.png,"[149.25846318362724, 79.68719065076937, 28.58919187290813]",0.18784253173001167,"[200.12480810922324, 198.85709849417486, 193.46053202085398]",0.2458436128794806,"[59.92826854497494, 25.56288700033396, 15.712595142211228]",0.08071097079171195,"[179.4350182810069, 136.70493877314215, 65.52700945969836]",0.24763786093427417,"[186.90493850314596, 166.46292341478252, 129.72734477563748]",0.23796502366452163
IMG_20210811_232856.png,"[189.1976335520155, 167.40311621368346, 153.9123711340196]",0.012234816463376062,"[131.6443932411679, 76.99936859762806, 51.84968853957598]",0.305118495131952,"[91.30069170398961, 45.28093823438447, 27.119437177615282]",0.19454652105653605,"[116.77748910692043, 60.919073672200255, 37.410377887133585]",0.4233347135241447,"[149.89558670012968, 107.11029918042027, 84.64464829087447]",0.06476545382399117
IMG_20210814_184202.png,"[178.43437072768256, 133.79251683132483, 84.32374184228665]",0.22228548096774378,"[192.38655208092396, 162.20797879627412, 141.94461898979725]",0.3040934159147502,"[82.66229947681279, 45.23631830038791, 29.55865438665802]",0.09987549528722346,"[213.53710619680882, 197.4942646784106, 185.8964574385975]",0.2155441114734112,"[141.83063617600467, 93.14596613635817, 56.62699775337859]",0.15820149635687134
IMG_20210815_005320.png,"[206.54387403968838, 153.66246532224162, 100.83952864917245]",0.21623962810582206,"[129.13195294753245, 63.42355663269786, 23.015478673554206]",0.17034184154274024,"[223.91596835824356, 190.43449308396072, 154.12883510984327]",0.25521180499689705,"[183.10889395667164, 116.70316173261834, 51.50191449526909]",0.20502016916817983,"[54.009384873565864, 21.354318823162117, 8.50975520576307]",0.15318655618636082
IMG_20210815_005457.png,"[216.2651457246915, 192.76780569152882, 155.6474251768244]",0.7673212068083863,"[187.4700541623602, 142.05123508968882, 57.119548542639194]",0.04701804368471035,"[59.80120804342326, 27.504625735915738, 3.947817111416356]",0.019114617576156036,"[205.00034999004282, 172.0640542122489, 105.26416403672403]",0.12078822412155746,"[145.28792916054672, 77.84173006840116, 25.15761460265969]",0.04575790780918986
IMG_20210815_044953.png,"[171.81359749973706, 127.44899529794206, 25.377380360204683]",0.3056964971154067,"[157.6832939258062, 119.15479277075626, 63.6020763690658]",0.26371331050175834,"[193.87218945329346, 164.22033629721471, 103.79838013909128]",0.08187331923598501,"[74.85809355284854, 43.40921680258484, 16.87948145868438]",0.03749683958903165,"[145.84496041581414, 84.04217380045175, 19.63503939920186]",0.3112200335578183
IMG_20210815_095608.png,"[196.56176664681564, 162.5223808527357, 134.22923272545665]",0.08912071620658744,"[210.7650387604993, 68.49250034184678, 97.38446792397569]",0.5463186958420484,"[155.33042552319634, 41.048217771761784, 50.295586408383]",0.10526467005309491,"[214.07587151820377, 197.4100767589989, 170.64666728946932]",0.1841384719700278,"[176.26733853905682, 129.55727583951767, 100.66896180328446]",0.07515744592824143
IMG_20210815_145212.png,"[123.72291010887768, 78.62387343166809, 57.2633525660081]",0.22716503056547568,"[25.244062098040168, 10.144925136820113, 5.793630578671703]",0.3378951515046955,"[221.2052030299318, 220.77070656900236, 220.47348814108054]",0.023171390944798118,"[77.61700995841474, 40.63852265382083, 29.28551081926441]",0.2513428106435715,"[164.1914832372396, 120.18994503864283, 95.37809101459246]",0.16042561634145922
IMG_20210815_165137.png,"[120.15886301106761, 59.34138389752792, 24.98500912049959]",0.2850245362815179,"[177.8789128288599, 146.36239038273743, 98.86487310528744]",0.09847840577378353,"[23.661845962210876, 12.831277248617198, 5.26750052854111]",0.25190055623233043,"[153.2359800506673, 100.37177802407615, 48.52253008232768]",0.18101110166180154,"[71.21265878401462, 35.59110417173008, 20.042902089395394]",0.1835854000505666
IMG_20210816_215531.png,"[140.74959286726937, 124.74432650287558, 86.52282286504214]",0.2467896186647804,"[54.40362874078805, 28.66709556165013, 10.78656932196057]",0.09955632616209191,"[202.1987350545823, 193.45661063940213, 167.7374631779526]",0.08260010696478788,"[166.79992928403385, 155.36511623069197, 123.38962069897028]",0.4135641127385861,"[115.22894823366464, 73.89302414787616, 32.13154385709608]",0.1574898354697537
IMG_20210816_234553.png,"[236.07709671204444, 235.36890806202717, 227.33744410929592]",0.18673533494046315,"[194.0015648901946, 146.73953545618753, 72.02175373198804]",0.2068814376506684,"[100.32389200709831, 58.6768637946967, 46.341985817348444]",0.17679596756519833,"[216.7850359081481, 185.8227409982598, 123.3129349577896]",0.23645700927752208,"[221.0025469752381, 208.1695309099763, 185.04969440080617]",0.193130250566148
IMG_20210816_235529.png,"[187.51748695926122, 177.88652868963217, 142.30264637107584]",0.25510980991564575,"[138.65304576376303, 123.02280457637919, 91.16760977119364]",0.09252246764888408,"[240.29075042680714, 235.97054202404388, 223.32362963620034]",0.2114142551773278,"[60.93915909495061, 45.39779678125794, 30.47511728727946]",0.04822499827613947,"[214.51877929970556, 206.2837512416305, 180.67123488510867]",0.3927284689820029
IMG_20210816_235540.png,"[227.1682328195327, 225.4043539700564, 215.9491732927175]",0.220023501965201,"[141.37843071021558, 106.67001242595695, 83.77624832611163]",0.23740145263980508,"[200.03889428626488, 182.0926687093646, 152.96045802920878]",0.17301382536143609,"[99.37260999190678, 62.75906266541028, 44.294948312869295]",0.25907468913048476,"[211.14026919826404, 172.12111320632252, 66.00256193510629]",0.11048653090307307
